地区ID,地区_中文,地区_英文,人口_manpower,地区类型,地区建筑槽,本地补给,不可通行,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,省份数,省份ID列表,胜利点城市数,胜利点合计,胜利点列表,资源,地区建筑,省份建筑,核心TAG,宣称TAG,其他历史字段,日期历史,来源州文件
507,麦哲伦,Magallanes,34346,pastoral,1,0.0,no,CHL,智利共和国,Chilean Republic,,5,5201 5209 5215 8218 8913,2,3,5215:蓬塔阿雷纳斯(2); 5201:蓬塔德尔加达(1),"{""coal"": 4, ""oil"": 2}","{""dockyard"": 1, ""infrastructure"": 1}","{""5201"": {""naval_base"": 1}, ""5215"": {""naval_base"": 1}}",CHL,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\507-Southern Chile.txt
508,图库曼,Tucumán,1141311,town,4,0.0,no,ARG,阿根廷,Argentina,,4,8195 8216 13309 13310,2,7,8216:图库曼(5); 13309:卡塔马卡(2),,"{""industrial_complex"": 1, ""infrastructure"": 2}",,ARG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\508-Argentine Northwest.txt
509,南查科,Chaco Austral,704241,rural,2,6.0,no,ARG,阿根廷,Argentina,,8,2106 2208 5143 5213 8169 8255 10965 10986,1,1,2106:雷西斯滕西亚(1),"{""steel"": 4, ""tungsten"": 30}","{""industrial_complex"": 1, ""infrastructure"": 1}",,ARG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\509-Gran Chaco.txt
510,美索不达米亚,Región Mesopotámica,1497169,rural,2,0.0,no,ARG,阿根廷,Argentina,,8,1449 8187 8238 10515 10943 11007 12453 12964,3,6,11007:波萨达斯(2); 12964:科连特斯(1); 1449:巴拉那(3),"{""oil"": 2, ""rubber"": 3}","{""industrial_complex"": 1, ""infrastructure"": 1}",,ARG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\510-Mesopotamia.txt
511,门多萨,Mendoza,1090274,rural,2,0.0,no,ARG,阿根廷,Argentina,,5,2179 2215 8215 10964 10992,1,2,10964:门多萨(2),,"{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,ARG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\511-Cuyo.txt
512,里奥内格罗,Río Negro,471000,rural,2,0.0,no,ARG,阿根廷,Argentina,,9,2149 2199 8192 10935 10981 12306 12321 12349 12982,2,3,12321:别德马(2); 12306:内乌肯(1),"{""oil"": 3}","{""infrastructure"": 1}",,ARG;WLA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\512-Patagonia.txt
513,特莱姆森,Tlemcen,811486,wasteland,0,0.0,no,FRA,波旁法国,Bourbon France,,22,1126 1128 1141 1967 3991 4018 4150 4970 5053 7008 7033 7040 7149 9943 9960 10045 10059 12018 12020 12034 12888 13074,1,1,12034:巴特纳(1),,"{""infrastructure"": 1}",,ALG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\513-Southern Algeria.txt
514,阿尔及利亚沙漠,Algerian Desert,207733,wasteland,0,0.0,yes,FRA,波旁法国,Bourbon France,,17,1043 1095 1901 1958 2049 4903 5035 5095 7041 8061 8077 8088 10731 10749 12711 12842 12849,0,0,,,"{""infrastructure"": 0}",,ALG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\514-North Africa.txt
515,南撒哈拉,Southern Sahara,1456356,wasteland,0,0.0,yes,FRA,波旁法国,Bourbon France,,9,1956 4913 7939 8028 8128 10758 10780 10805 10917,0,0,,,,,NGR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\515-Central Africa.txt
516,杜金卡,Dudinka,6004,pastoral,1,0.0,no,SOV,俄罗斯,Russia,,12,2923 2972 3336 4692 4733 4859 10607 10635 11261 11328 12643 13064,1,1,4859:杜金卡(1),,"{""infrastructure"": 1}",,SOV;TAY,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\516-Northern Siberia.txt
517,维多利亚,Victoria,2219500,large_city,8,0.0,no,AST,鸸鹋帝国,Emu Empire,,14,1759 2130 2155 4776 4791 7755 7798 7811 10553 10581 10622 10637 12576 12932,1,20,7798:墨尔本(20),"{""chromium"": 4.0, ""steel"": 8.0}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 5, ""infrastructure"": 3}","{""7798"": {""coastal_bunker"": 1, ""naval_base"": 4}}",AST,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\517-Victoria.txt
518,塔斯马尼亚,Tasmania,224000,small_island,1,0.0,no,AST,鸸鹋帝国,Emu Empire,,6,2183 2189 5181 5187 10665 12645,1,1,5187:霍巴特(1),,"{""infrastructure"": 3}","{""5187"": {""dam"": 1, ""naval_base"": 2}}",AST,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\518-Tasmania.txt
519,南澳大利亚,South Australia,200800,rural,2,0.0,no,AST,鸸鹋帝国,Emu Empire,,17,1773 2219 5183 5197 5211 5225 7567 8165 8186 8220 10925 10927 12910 12918 12924 13169 13170,1,15,12910:阿德莱德(15),,"{""infrastructure"": 1}","{""12910"": {""naval_base"": 2}}",AST,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\519-South Australia.txt
520,北领地,Northern Territory,13000,wasteland,0,0.0,no,AST,鸸鹋帝国,Emu Empire,,25,1217 1410 1422 1431 1454 1478 2139 4415 4441 4462 4487 7457 7481 7669 10276 10288 10316 10518 12104 12246 12290 12311 12326 12339 12499,1,5,7669:达尔文(5),"{""steel"": 22.0}","{""air_base"": 1, ""infrastructure"": 2}","{""7669"": {""naval_base"": 1}}",AST,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\520-Northern Territory.txt
521,昆士兰,Queensland,816800,town,4,0.0,no,AST,鸸鹋帝国,Emu Empire,,31,1472 1557 1570 4481 4502 4517 4530 4546 4560 4632 5227 7522 7535 7564 7566 7592 7610 7651 7666 10430 10445 10458 10460 10475 10487 11006 12308 12382 12411 12424 12451,2,16,7564:布里斯班(15); 7566:汤斯维尔(1),"{""coal"": 4, ""tungsten"": 24.0}","{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""7564"": {""coastal_bunker"": 1, ""naval_base"": 2}, ""7566"": {""naval_base"": 1}}",AST,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\521-Queensland.txt
522,西澳大利亚,Western Australia,317200,rural,2,0.0,no,AST,鸸鹋帝国,Emu Empire,,20,1498 1511 1540 1652 2157 4630 4645 5125 5170 5175 7453 7579 7608 8130 8228 8243 10950 10971 10983 12323,1,10,1652:珀斯(10),,"{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""1652"": {""coastal_bunker"": 1, ""naval_base"": 1}}",AST,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\522-Western Australia.txt
523,巴布亚,Papua,718000,rural,2,0.0,no,AST,鸸鹋帝国,Emu Empire,,29,1222 1242 1283 1310 2129 4289 4317 4329 4346 4635 7305 7333 7349 7362 7378 7409 10147 10231 10248 10260 10954 10974 11004 12107 12123 12135 12484 12931 12995,3,5,4329:莫尔兹比港(3); 1283:达鲁(1); 10260:阿洛陶(1),,"{""air_base"": 3, ""infrastructure"": 1}","{""4329"": {""naval_base"": 4}}",PNG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\523-New Guinea.txt
524,台湾,Taiwan,5291537,large_town,5,0.0,no,JAP,日本帝国,Japanese Empire,,10,1091 1175 4096 7186 7214 9955 11914 11959 12027 12068,2,6,7186:台北(5); 12068:高雄(1),"{""coal"": 8, ""oil"": 3}","{""air_base"": 6, ""arms_factory"": 1, ""infrastructure"": 3}","{""12068"": {""naval_base"": 10, ""naval_supply_hub"": 1}, ""7186"": {""naval_base"": 2}}",CHI;PRC;FOR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\524-Taiwan.txt
525,京畿,Gyeonggi,6961368,town,4,0.0,no,JAP,日本帝国,Japanese Empire,,4,1100 7125 7221 10036,1,3,7125:汉城(3),,"{""arms_factory"": 1, ""infrastructure"": 2}",,KOR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\525-South Korea.txt
526,冲绳,Okinawa,578000,small_island,1,0.0,no,JAP,日本帝国,Japanese Empire,,4,1123 7115 10124 11932,1,10,11932:那霸(10),"{""coal"": 4}","{""air_base"": 3, ""infrastructure"": 2}","{""11932"": {""naval_base"": 3}}",JAP;OKN,,strategic_province_location;strategic_state_location,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\526-Okinawa.txt
527,平安-黄海,Pyongan-Hwanghae,4516134,town,4,0.0,no,JAP,日本帝国,Japanese Empire,,19,912 1003 3912 4052 4107 6963 7070 7155 7171 9790 9795 9918 9981 10065 11828 11835 11896 11915 12040,3,5,4052:平壤(3); 11835:新义州(1); 1003:海州(1),"{""steel"": 8, ""tungsten"": 8}","{""industrial_complex"": 1, ""infrastructure"": 2}","{""1003"": {""naval_base"": 2}}",KOR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\527-North Korea.txt
528,北九州,Kitakyūshū,6046000,city,6,10.0,no,JAP,日本帝国,Japanese Empire,,10,1025 1158 4027 4164 7110 9950 10011 10020 10092 11925,4,35,1025:小仓(10); 9950:长崎(15); 7110:福冈(5); 11925:熊本(5),"{""chromium"": 32, ""coal"": 15}","{""air_base"": 3, ""arms_factory"": 1, ""dockyard"": 3, ""industrial_complex"": 1, ""infrastructure"": 4}","{""9950"": {""naval_base"": 6}}",JAP,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {""7110"": {""naval_facility"": 1}}, ""state_buildings"": {""dockyard"": 4, ""industrial_complex"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\528-Nagasaki.txt
529,山阳,San'yo,4431000,large_city,8,0.0,no,JAP,日本帝国,Japanese Empire,,7,1092 4197 7212 9968 10052 11946 11985,3,32,1092:广岛(20); 7212:冈山(10); 11985:下关(2),,"{""air_base"": 3, ""arms_factory"": 2, ""dockyard"": 2, ""industrial_complex"": 1, ""infrastructure"": 4}","{""1092"": {""naval_base"": 10, ""naval_facility"": 1, ""naval_headquarters"": {""allowed"": {""has_dlc"": ""No Compromise, No Surrender""}, ""level"": 1}}, ""9968"": {""dam"": 1}}",JAP,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""arms_factory"": 3, ""dockyard"": 3, ""industrial_complex"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\529-Hiroshima.txt
530,四国,Shikoku,3310000,town,4,0.0,no,JAP,日本帝国,Japanese Empire,,7,4094 4179 7046 7197 9965 11997 12028,2,18,7197:高知(8); 4179:松山(10),,"{""air_base"": 3, ""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 2}","{""4179"": {""naval_base"": 1}}",JAP,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\530-Tokushima.txt
531,关西,Kansai,12015000,metropolis,10,9.0,no,JAP,日本帝国,Japanese Empire,,11,1051 1067 1133 1136 4054 4142 7072 7113 9985 11960 12031,3,61,7072:大阪(40); 11960:京都(20); 1136:舞鹤(1),"{""aluminium"": 3}","{""arms_factory"": 2, ""dockyard"": 2, ""industrial_complex"": 4, ""infrastructure"": 4}","{""1136"": {""naval_base"": 6}, ""7072"": {""naval_base"": 3}}",JAP,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""arms_factory"": 3, ""industrial_complex"": 5}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\531-Osaka.txt
532,东海道,Tokai,7174000,large_city,8,0.0,no,JAP,日本帝国,Japanese Empire,,9,4069 4172 7087 7157 7187 10100 10125 12072 12097,2,28,7087:静冈(3); 10125:名古屋(25),,"{""arms_factory"": 1, ""dockyard"": 1, ""industrial_complex"": 2, ""infrastructure"": 4}","{""4069"": {""dam"": 1}}",JAP,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {""10125"": {""air_facility"": 1}}, ""state_buildings"": {""arms_factory"": 2, ""industrial_complex"": 3}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\532-Nagoya.txt
533,北东北,Kita-Tohoku,6575000,town,4,9.0,no,JAP,日本帝国,Japanese Empire,,11,1063 1165 3848 6870 6873 6994 9807 9859 9865 11847 12056,3,8,6994:青森(5); 1063:秋田(2); 9807:盛冈(1),"{""coal"": 2, ""oil"": 3, ""steel"": 10}","{""air_base"": 6, ""fuel_silo"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","{""9859"": {""naval_base"": 6}}",JAP,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\533-Akita.txt
534,甲信越,Koshinetsu,2064402,city,6,0.0,no,JAP,日本帝国,Japanese Empire,,7,1117 9952 10015 10128 11930 11989 12007,3,21,1117:新潟(10); 10128:富山(1); 10015:长野(10),"{""oil"": 3}","{""arms_factory"": 2, ""fuel_silo"": 1, ""industrial_complex"": 2, ""infrastructure"": 2}",,JAP,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\534-Niigata.txt
535,北陆,Hokuriku,3871000,city,6,0.0,no,JAP,日本帝国,Japanese Empire,,4,998 7102 7217 10032,1,15,10032:金泽(15),"{""steel"": 27, ""tungsten"": 8}","{""arms_factory"": 1, ""dockyard"": 1, ""fuel_silo"": 1, ""industrial_complex"": 2, ""infrastructure"": 2}",,JAP,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\535-Nagano.txt
536,北海道,Hokkaido,3012000,rural,2,0.0,no,JAP,日本帝国,Japanese Empire,,12,1512 1642 3962 4576 4646 7532 7595 10444 10512 12352 12421 12493,3,22,10444:札幌(15); 12421:旭川(5); 3962:函馆(2),"{""coal"": 10, ""steel"": 18}","{""infrastructure"": 2}",,JAP;EZO;ANU,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\536-Hokkaido.txt
537,南萨哈林,South Sakhalin,331943,rural,2,0.0,no,JAP,日本帝国,Japanese Empire,,3,1322 1820 12446,1,1,12446:丰原(1),"{""coal"": 2}","{""infrastructure"": 2}","{""12446"": {""naval_base"": 1}}",JAP;ANU,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\537-South Sakhalin.txt
538,科基拉维尔,Coquilhatville,1693974,pastoral,1,1.0,no,BEL,利奥波德比利时,Leopoldian Belgium,,9,988 7219 7931 8048 10071 10883 10951 12741 12824,1,2,988:科基拉维尔(2),"{""rubber"": 5.0}","{""infrastructure"": 1}",,COG,,IF,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 1, ""infrastructure"": 1}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\538-Cameroun.txt
539,加蓬,Gabon,409752,pastoral,1,1.0,no,FRA,波旁法国,Bourbon France,,4,5139 8207 10948 13210,1,1,5139:利伯维尔(1),,"{""infrastructure"": 2}","{""5139"": {""naval_base"": 1}}",GAB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\539-Gabon.txt
540,罗安达,Luanda,1600000,rural,2,0.0,no,POR,葡萄牙,Portugal,,7,5158 7548 8219 8248 12981 13371 13373,1,1,8248:罗安达(1),,"{""infrastructure"": 1}","{""8248"": {""naval_base"": 1}}",ANG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\540-Angola.txt
541,霍马斯,Khomas,254100,pastoral,1,0.0,no,SAF,统一南非,Unitary South Africa,,3,2207 4879 7770,1,1,4879:温得和克(1),,"{""infrastructure"": 2}",,SAF;NMB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\541-South West Africa.txt
542,贝专纳兰,Bechuanaland,234000,wasteland,0,2.0,no,ENG,大不列颠,Great Britain,,5,1580 8214 10525 12940 12963,1,1,8214:哈博罗内(1),"{""chromium"": 90}","{""infrastructure"": 1}",,BOT,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\542-Bechuana Land.txt
543,马达加斯加,Madagascar,3694611,rural,2,0.0,no,FRA,波旁法国,Bourbon France,,10,2200 5128 5185 5222 8180 8188 8246 10993 11015 12956,1,1,5128:塔那那利佛(1),,"{""air_base"": 1, ""infrastructure"": 1}","{""5222"": {""naval_base"": 1}}",MAD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\543-Madagascar.txt
544,洛伦索-马贵斯,Lourenço Marques,1226000,rural,2,0.0,no,POR,葡萄牙,Portugal,,4,2193 5177 5212 8245,1,1,8245:洛伦索-马贵斯(1),,"{""industrial_complex"": 1, ""infrastructure"": 2}","{""8245"": {""naval_base"": 1}}",MZB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\544-East Africa.txt
545,罗得西亚,Rhodesia,1171336,pastoral,1,3.0,no,ENG,大不列颠,Great Britain,,6,1874 2151 2216 4851 7842 10929,1,1,10929:索尔兹伯里(1),,"{""infrastructure"": 2}",,ZIM,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\545-Rhodessa.txt
546,坦噶尼喀,Tanganyika,5299000,rural,2,0.0,no,ENG,大不列颠,Great Britain,,20,2176 2196 2206 2281 2308 4171 5180 5224 8144 8182 8183 8201 8205 10845 10932 10988 11017 12911 12944 12967,1,1,2196:达累斯萨拉姆(1),"{""rubber"": 2}","{""infrastructure"": 2}","{""2196"": {""naval_base"": 2}}",TZN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\546-Tanganyika.txt
547,内罗毕,Nairobi,1085440,rural,2,6.0,no,ENG,大不列颠,Great Britain,,5,1939 2066 5079 10962 13135,1,2,1939:内罗毕(2),,"{""industrial_complex"": 1, ""infrastructure"": 2}",,KEN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\547-East Africa.txt
548,乌干达,Uganda,3515625,rural,2,0.0,no,ENG,大不列颠,Great Britain,,7,3854 7088 7133 8223 12929 12989 13177,1,1,12989:坎帕拉(1),"{""rubber"": 3}","{""infrastructure"": 2}",,UGA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\548-Uganda.txt
549,科尔多凡,Kurdufan,1802132,rural,2,0.0,no,ENG,大不列颠,Great Britain,,9,2016 4033 8052 8084 10739 10795 10827 10851 12744,1,1,2096:朱巴(1),,"{""infrastructure"": 2}",,SUD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\549-Sudan.txt
550,厄立特里亚,Eritrea,600600,rural,2,0.0,no,ITA,意大利王国,Kingdom of Italy,,8,5017 5047 5091 8043 12723 12766 13250 13251,3,5,12766:马萨瓦(1); 13250:阿斯马拉(3); 12723:比西亚(1),"{""steel"": 2}","{""air_base"": 3, ""infrastructure"": 2}","{""12766"": {""naval_base"": 3}}",ERI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\550-Eritrea.txt
551,喀土穆,Khartoum,821003,rural,2,0.0,no,ENG,大不列颠,Great Britain,,13,2046 4138 4961 4963 7925 7989 8105 10745 12796 12806 12826 12836 12881,1,3,12806:喀土穆(3),,"{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 1}",,SUD,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\551-Khartoum.txt
552,西部沙漠,Western Desert,18539,wasteland,0,0.0,yes,ENG,大不列颠,Great Britain,,10,1143 2064 7216 10127 10869 10907 12099 12733 12764 12816,0,0,,,"{""infrastructure"": 0}",,EGY,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\552-Western Egypt.txt
553,黎巴嫩,Lebanon,1104000,town,4,0.0,no,LEB,黎巴嫩,Lebanon,,3,792 1108 11919,1,5,792:贝鲁特(5),,"{""air_base"": 5, ""industrial_complex"": 1, ""infrastructure"": 2}","{""792"": {""naval_base"": 3}}",LEB,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\553-Lebanon.txt
554,大马士革,Damascus,547797,rural,2,2.0,no,SYR,叙利亚王国,Kingdom of Syria,,5,1074 4111 4486 4550 7184,1,5,4111:大马士革(5),,"{""air_base"": 1, ""infrastructure"": 2}",,SYR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\554-Syria.txt
555,千岛群岛,Kuril Islands,15000,tiny_island,0,0.0,no,JAP,日本帝国,Japanese Empire,,3,1399 1515 13037,0,0,,,"{""infrastructure"": 2}","{""1399"": {""naval_base"": 3}}",ANU;JAP,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\555-Lagos.txt
556,巴马科,Bamako,1662391,rural,2,2.0,no,FRA,波旁法国,Bourbon France,,4,4927 5045 8116 12794,1,1,4927:巴马科(1),,"{""infrastructure"": 2}",,MLI,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\556-Mali.txt
557,毛里塔尼亚,Mauritania,225000,pastoral,1,0.0,no,FRA,波旁法国,Bourbon France,,5,5034 5077 7992 8058 10814,1,1,5034:努瓦克肖特(1),,"{""infrastructure"": 1}",,MRT,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\557-Mauritania.txt
558,拉各斯,Lagos,19757000,rural,2,0.0,no,ENG,大不列颠,Great Britain,,5,2050 4952 12731 12817 12900,1,5,2050:拉各斯(5),"{""rubber"": 2.0}","{""arms_factory"": 0, ""industrial_complex"": 1, ""infrastructure"": 2}","{""2050"": {""naval_base"": 3}}",NGA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\558-Nigeria.txt
559,索马里兰,Somaliland,771671,rural,2,0.0,no,ITA,意大利王国,Kingdom of Italy,,12,1964 1966 2020 2063 4909 5065 8164 10818 10891 10928 12840 12991,1,3,12991:摩加迪沙(3),"{""steel"": 1}","{""air_base"": 1, ""infrastructure"": 2}","{""12991"": {""naval_base"": 2}}",SOM,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\559-Somaliland.txt
560,尼古拉耶夫斯克,Nikolayevsk,97663,rural,2,0.0,no,SOV,俄罗斯,Russia,,16,1724 1772 1807 1842 3664 4290 4844 7748 7871 9659 10571 10577 10590 12559 12569 12638,0,0,,"{""steel"": 18}","{""infrastructure"": 2}",,SOV;FER,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\560-TS 2.txt
561,阿穆尔,Amur,454281,rural,2,6.0,no,SOV,俄罗斯,Russia,,14,1730 1739 1845 4731 4847 7691 7754 7785 7851 10678 12543 12591 12657 12660,1,1,7851:阿尔巴津诺(1),,"{""arms_factory"": 1, ""infrastructure"": 2}",,SOV;FER,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\561-TS 3.txt
562,鄂霍茨克,Okhotsk,63480,pastoral,1,0.0,no,SOV,俄罗斯,Russia,,11,1714 1805 4810 4881 7772 10572 10598 11607 12518 12551 12650,0,0,,,"{""infrastructure"": 1}",,SOV;FER,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\562-TS 4.txt
563,赤塔,Chita,1044310,rural,2,0.0,no,SOV,俄罗斯,Russia,,21,1672 1826 4675 4677 4705 4719 4832 7725 7751 7786 7860 10559 10565 10574 10643 10681 10683 12507 12556 12622 12641,1,1,4705:赤塔(1),"{""chromium"": 8, ""steel"": 9}","{""air_base"": 2, ""infrastructure"": 2}",,SOV;FER,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\563-TS 5.txt
564,布里亚特,Buryatia,370893,rural,2,0.0,no,SOV,俄罗斯,Russia,,18,1696 1762 1810 4716 4766 4835 4837 7736 7816 7835 10524 10528 10543 10658 12506 12575 12644 13152,2,3,7835:乌兰乌德(2); 12644:巴尔古津(1),"{""aluminium"": 4, ""chromium"": 12, ""steel"": 10, ""tungsten"": 10}","{""infrastructure"": 2}",,SOV;BYA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\564-TS 6.txt
